key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes
"",A Resident-Led Quality Improvement Program for Increasing Documentation of Advance Care Planning Discussions (FR407-C),2013,1,1,Journal of Pain and Symptom Management,0885-3924,45,2,368-369,"Lakin, Joshua and Le, Elizabeth and Hollander, Harry and Mourad, Michelle and Ranji, Sumant and Soni, Krishan and Anderson, Wendy",http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L70988678     http://dx.doi.org/10.1016/j.jpainsymman.2012.10.089,English,,,"Objectives 1. Describe the design of a resident-led quality improvement program that included a financial incentive to increase rates of documentation of advance care planning discussions in the medical record. 2. Detail the effects of the intervention on rates of documentation of advance care planning discussions. 3. Identify key components that contributed to the program's success. Background. Advance care planning (ACP) discussions ensure that end of life care is in accord with patients' preferences. Inconsistent documentation of inpatient discussions puts patients at risk for unwanted interventions after discharge. Research Objectives. To design and implement a resident-led quality improvement program including a financial incentive to ensure that the results of inpatient ACP discussions are available across care transitions. Method. In response to frustration about inconsistent documentation of ACP discussions, two internal medicine residents, in coordination with program faculty, designed a multimodal quality improvement project to encourage residents to assess and document patients' wishes for end of life care. A field was incorporated into the electronic discharge summary template for residents to document details of ACP discussions occurring during admission. We set a goal for residents to document discussions in the template for 75% of discharged patients. The program included: 1) financial incentive of $400 dollars per resident if goal reached from July 1st, 2011 to May 31st, 2012; 2) providing real time biweekly email feedback about individual rates of completion; 3) monthly education at chief resident orientations and quality improvement conferences. Result. Rates of successful completion increased from 21% to around 90% over the course of the program. Key factors contributing to program success included the resident-led nature of the project, frequent audit and feedback, and the financial incentive. Assessment of sustainability is ongoing. Conclusion. A resident-led quality improvement program including a financial incentive resulted in significant increases in the documentation of ACP discussions in an easy location for outpatient and inpatient providers to locate across care transitions. Implications for Research, Policy, or Practice. Documenting ACP discussions in a single section of the electronic medical record is a straightforward way to ensure that patients' wishes are accessible across care transitions. Actively engaging and incentivizing physicians in efforts to improve documentation of ACP discussions is key to success.","L70988678     2013-02-20 RAYYAN-INCLUSION: {""Lindsay""=>false}"
WOS:000209142900120,Continuity Clinic Makeover: An Ambulatory Education Needs Assessment for Residents Practicing in an Urban Safety-Net Clinic,2012,1,1,Journal of General Internal Medicine,,27,,S148-S148,"Laponis, R. and Horton, C. and Julian, K. and Jain, S. and Gupta, R.",<Go to ISI>://WOS:000209142900120,English,,,"BACKGROUND: Educating residents in resource-poor primary care clinics that care for a large volume of vulnerable patients can provide many positive experiences, but also present barriers to high-quality resident education. While some barriers (high patient volume, low support staff ratios) may be unavoidable, others could be addressed by clinicianeducators to enhance the educational experience for resident providers. Using mixed method inquiry, we sought to identify areas needing improvement to meet resident educational goals. METHODS: We surveyed all second and third year internal medicine residents (primary care and categorical) whose continuity clinic was based at the San Francisco General Hospital General Medicine Clinic during the 2010-2011 academic year using the Veterans Health Administration Learners' Perceptions Survey-a 76-item instrument with established reliability and validity that measures satisfaction on a Likert-like scale (1 =poor, 5=excellent) in 6 domains: faculty interactions (14 items); the learning (16), working (12), clinical (14), and physical (6) environments; and personal/professional experience (14). We further explored the resident experience of items with a mean score <4 by conducting four resident focus groups (primary care and categorical) led by the ambulatory chief resident and captured responses by transcription. We used iterative thematic analysis to identify emergent themes. RESULTS: 16 of 32 (50%) residents participated in the survey. Of the 76 survey items, 35 averaged a score below 4: 14% of items in the faculty interactions domain, 56% in the learning environment, 50% in the working environment, 71% in the clinical environment, 50% in the physical environment and 36% in personal/professional experience. 15 of 32 (47%) residents participated in one of four focus groups. Exploration of the transcripts yielded 4 themes: 1. Need for longitudinal clinical mentorship (For my most complicated patients, I need a 'go to' [preceptor] sometimes, its really complicated and re-presenting [to a different attending every visit]just doesn't work); 2. Increased direct observation and feedback ([I would like] a much more structured set up where [the same preceptor] just walks in and watches us[monthly]); 3. More time for panel management (We are learning things on our own in a time constrained environment and the only time you can do it is when you are in clinicit is not realistic to do panel management while you are on an inpatient rotation); 4. Learning clinic efficiency and time management skills ([I] Feel like I never have enough time [to get through clinic] and when I graduate, I will have to see even more patients [per clinic session]). CONCLUSIONS: Residents identify multiple domains in which their safety-net continuity clinic experience can be educationally enhanced. Interventions that increase longitudinal clinical precepting, enhance direct observation and feedback, and teach panel management skills may improve resident satisfaction with continuity clinic experiences and increase retention in primary care careers.","Suppl. 2     V35ig     Times Cited:0     Cited References Count:0 RAYYAN-INCLUSION: {""Lindsay""=>false}"
"",Scientific Program of 32nd World Congress of Endourology & SWL Program Book,2014,1,1,Journal of Endourology,,28,,P1-A316,"Lay, A. and Morgan, M. S. C. and Shakir, N. A. and Garcia-Gill, M. and Gahan, J. C. and Friedlander, J. I. and Roehrborn, C. G. and Cadeddu, J. A.",http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L71598973     http://dx.doi.org/10.1089/end.2014.3500,English,,,"INTRODUCTION AND OBJECTIVES: To compare the outcomes of a dual versus single-console system in a resident training program using intraoperative, perioperative, and postoperative measures. METHODS: Patients with PCa who underwent RALP prior to and after implementing a dual-console system at an academic tertiary care center were reviewed from 2006-2012. All surgeries were performed by a single faculty surgeon well after the learning curve was established. In all cases chief residents participated in the surgery and were allowed to perform progressively more portions of the procedure. Demographic, intraoperative and pathologic parameters were obtained. Continence and erectile function were assessed at 6 and 12 months. Postoperative complications were graded using the Clavien-Dindo classification. Predictors of outcomes on univariate analysis were included in multivariate logistic or linear models as appropriate. RESULTS: Of 381 patients, 185 and 196 underwent single- or dual-console RALP respectively. There was a significant decrease in mean operative time using the dual console system (222 vs. 171 minutes, p < 0.0001) as well as in the incidence of intraoperative complications (8.65% vs. 1.53%, p < 0.0001) and postoperative complications (14.1% vs. 6.63%, p = 0.03.) Complications of Clavien grade ?3a occurred more frequently with a single-console system (7% vs. 1%, p = 0.003.) These differences persisted when controlling for potential confounders by multivariate regression. CONCLUSIONS: When training resident surgeons to perform RALP, a dual-console system may improve intraoperative and perioperative outcomes. The dual-console may represent a safer, more efficient modality and may be a more ideal platform for robotic surgical education as compared to a single console-system.","L71598973     2014-09-04 RAYYAN-INCLUSION: {""Lindsay""=>false}"
17626185,Chief residencies in psychiatry,2007,1,1,Acad Psychiatry,1042-9670 (Print) 1042-9670,31,4,258-60,"Layde, J. B. and Nicholas, P.",https://www.ncbi.nlm.nih.gov/pubmed/17626185,,,,"Two articles (C. G. Ivany and P. H. Hurt, see record [rid]2007-11226-006[/rid]; C. H. Warner et al, see record [rid]2007-11226-005[/rid]) published in this issue of Academic Psychiatry make useful additions to the literature on the role of chief residents in psychiatry education. In this commentary, we set out to place the articles in the context of a review of the existing literature on chief residency in psychiatry training and in medical training in general. We also add our own observations on the developing role of chief residents as informed by our experiences. One of us (J.B.L.) is vice-chair for education of an academic department of psychiatry and a longtime associate training director of a general psychiatry training program, while the other (P.N.) is currently a chief resident in that program. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","Layde, Joseph B     Nicholas, Paul     eng     Comment     Acad Psychiatry. 2007 Jul-Aug;31(4):258-60. doi: 10.1176/appi.ap.31.4.258. RAYYAN-INCLUSION: {""Lindsay""=>true}"
"",Pd6-10 Does Fellow and Chief-Resident Training Affect Perioperative Outcomes of Robot-Assisted Radical Prostatectomy?,2014,1,1,The Journal of Urology,0022-5347 DO  - http://dx.doi.org/10.1016/S0022-5347(96)80133-9,191,4,e134,"Lee, Ziho and Lightfoot, Andrew and Sehgal, Shailen and Graves, Reid and Mucksavage, Phillip and Lee, David",http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L71400527     http://dx.doi.org/10.1016/j.juro.2014.02.518,English,,,"INTRODUCTION AND OBJECTIVES: To determine whether fellow and chief-resident participation during robot-assisted radical prostatectomy (RARP) influences perioperative outcomes. METHODS: Between August 2011 and June 2012, 388 patients underwent RARP by a single primary surgeon (DIL) at our institution. Our teaching algorithm divides RARP into six stages. Each trainee may progress to the next stage in a sequential manner once the trainee demonstrates competency as determined by the primary surgeon. Patient characteristics and perioperative outcomes were compared after dividing our cohort according to the surgeon(s) operating the robotic console: attending only (n=91), attending and fellow (n=152), and attending and chief-resident (n=145). Approximately normal variables were compared utilizing one-way analysis of variance test, and categorical variables were compared utilizing two-tailed chi-square (c2) test; p<0.05 was considered statistically significant. RESULTS: Among the three groups, there was no difference in patient characteristics such as mean age (p=0.590), body mass index (p=0.339), preoperative Sexual Health Inventory for Men (SHIM) score (p=0.084), preoperative American Urology Association Symptom Score (p=0.086), preoperative prostate-specific antigen (p=0.258), preoperative Gleason score (p=0.176), postoperative Gleason score (p= 0.779), clinical stage (p=0.766), and pathological stage (p=0.699). There was no difference in perioperative outcomes such as mean estimated blood loss (p=0.807), length of stay (p=0.494), and rate of positive surgical margins (p=0.058). Procedures involving trainees had longer mean operative times (p<.001; attending only=89.3 min, attending and fellow=125.4 min, and attending and chief-resident=126.9 min). At 3 months and 1 year postoperatively, there was no difference in urinary continence rate (p=0.977 and p=0.720, respectively) and SHIM score (p=0.661 and p=0.890, respectively). CONCLUSIONS: Fellow and chief-resident involvement during RARP may be associated with increased operative times, but does not compromise oncologic and functional outcomes at 3 months and 1 year postoperatively.","L71400527     2014-04-11 RAYYAN-INCLUSION: {""Lindsay""=>false}"
24083398,"Abstracts of the 31st World Congress of Endourology. October 22-25, 2013",2013,1,1,J Endourol,0892-7790 (Print) 0892-7790,27,,A1-470,"Lee, Z. and Sehgal, S. and Graves, R. and Su, Y. K. and Llukani, E. and Monahan, K. and McGill, A. and Mucksavage, P. and Lee, D.",https://www.ncbi.nlm.nih.gov/pubmed/24083398,English,,,"INTRODUCTION AND OBJECTIVES: To determine whether fellow and chief resident participation during RARP influences operative and postoperative outcomes. METHODS: Between August 2011 and June 2012, 388 patients underwent RARP by a single primary surgeon (DIL) at our institution. Statistical comparisons of patient characteristics, and operative and functional outcomes were conducted after grouping the cohort according to the surgeon(s) operating the robotic console: attending only (n = 91), attending and fellow (n = 152), and attending and chief-resident (n = 145). Postoperative urinary continence was defined as using 0 pads per day, and postoperative erectile function was assessed by Sexual Health Inventory for Men (SHIM) score. Approximately normal variables were compared utilizing one-way analysis of variance (ANOVA) test, and categorical variables were compared utilizing two-tailed chisquare (v2) test; p < 0.05 was considered statistically significant. RESULTS: There were no differences in mean age (p = 0.590), body mass index (p = 0.339), preoperative SHIM score (p = 0.084), preoperative American Urology Association Symptom Score (p = 0.086), preoperative prostate-specific antigen (p = 0.258), preoperative and postoperative Gleason score (p = 0.349 and p = 0.808, respectively), clinical stage (p = 0.242), and pathological stage (p = 0.270). With regards to operative outcomes, there was no difference in mean estimated blood loss (p = 0.807), %NS performed (p = 0.130), length of stay (p = 0.494), and rate of positive surgical margins (p = 0.058). There was, however a difference in mean operative time (p < .001; attending only = 89.3 min, attending and fellow 125.4 min, and attending and chief-resident 126.9 min). With regards to functional outcomes at 3 months postoperatively, there was no difference in urinary continence rate (p = 0.977), and SHIM score (p = 0.822). CONCLUSIONS: Fellow and chief-resident involvement during RARP may be associated with increased operative times, but does not compromise short-term functional and oncologic outcomes.","eng     Congresses     Overall     J Endourol. 2013 Oct;27 Suppl 1:A1-470. doi: 10.1089/end.2013.2001. RAYYAN-INCLUSION: {""Lindsay""=>false}"
18467472,Assessing the quality of residency applicants in psychiatry,2008,1,1,Acad Psychiatry,1042-9670 (Print) 1042-9670,32,3,180-2,"Lehrmann, J. A. and Walaszek, A.",https://www.ncbi.nlm.nih.gov/pubmed/18467472,,,,"Perhaps the most important role of the residency training director is the recruitment of quality residents. Compassionate, smart, and motivated residents contribute to a robust educational environment at the center of all academic programs. Strong residents foster the development of the faculty, inspiring, motivating, and sustaining their careers. Residents help dismantle stigma about the psychiatric profession. As educators, we hope that through excellent training we can strengthen the quality of our residents. Assessing the quality of a residency applicant is a very complicated and time-consuming process. Having several psychiatrists and psychiatry chief residents interview the candidates provides extremely valuable information. Being rude to the residency coordinator or making off-color statements when no one seems to be listening are significant cues that may lead to rapid exclusion from the rank order list. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","Lehrmann, Jon A     Walaszek, Art     eng     Acad Psychiatry. 2008 May-Jun;32(3):180-2. doi: 10.1176/appi.ap.32.3.180. RAYYAN-INCLUSION: {""Lindsay""=>false}"
WOS:000358386902053,The Sweet Side of Isoniazid: Managing a Drug Interaction in an Interprofessional Training Clinic,2015,1,1,Journal of General Internal Medicine,,30,,S467-S468,"Lemay, M. S. and Hofstetter, K.",<Go to ISI>://WOS:000358386902053,English,,,"LEARNING OBJECTIVE #1: Identify the potential interaction between isoniazid and sulfonylureas that may lead to hyperglycemia in diabetic patients LEARNING OBJECTIVE #2: Identify potential roles of other disciplines, team work, and interprofessional clinical training for the mutual care of complex patients CASE: Mr. H is a 67 year old male veteran with a history of type 2 diabetes mellitus, obesity, depression, and recently diagnosed latent tuberculosis infection. Over the past year, his hemoglobin A1C had increased from 7.6 to 9.6 %. His primary care provider (a nurse practitioner fellow) added glipizide to metformin to control his hyperglycemia. The patient recorded fasting blood glucose levels of 100-170 on this regimen. The veteran then had a PPD placed which resulted in 10 mm of induration. He had no symptoms of active TB infection and a normal chest x ray. Isoniazid was initiated for treatment of latent TB infection. Six weeks into his therapy, he presented with hyperglycemia. He noted morning fasting blood glucose levels of 230-350 and was experiencing polyuria and polydipsia. During the clinic encounter, the NP fellow precepted with her NP supervisor and an MD chief resident. Together, they identified a potential drug-drug interaction between isoniazid and sulfonylureas. They consulted with the pharmacist and pharmacy trainee present in the same precepting room who recommended discontinuing glipizide. Within the primary care clinic, they were able to work with a pharmacist, pharmacy trainees, and the patient aligned care team (PACT) nurse to start the veteran on insulin glargine. The veteran was able to continue isoniazid therapy and now has a hemoglobin A1C of 6.1 %. DISCUSSION: Isoniazid (INH) is known to cause metabolic derangements and hepatotoxicity. It is thought to cause hyperglycemia (even in non-diabetic patients) by stimulating the release of glucagon and inhibiting the release of insulin from pancreatic beta cells. This directly antagonizes the action of sulfonylureas, which exert their primary hypoglycemic action by stimulating pancreatic insulin release. Isoniazid therapy for latent TB infection is recommended for 9 months. Therefore, patients beginning this therapy, especially those with diabetes, should be monitored for hyperglycemia. Often, oral hypoglycemic medications need to be stopped and insulin therapy initiated to maintain glycemic control. This complicated scenario was managed with multiple disciplines within the West Haven VA Primary Care Center of Excellence (CoE) in Primary Care Education. The CoE is a unique training environment for internal medicine residents as they learn alongside trainees from other disciplines (including nurse practitioner fellows, pharmacy residents, and health psychology fellows). Residents are supervised by and precept with nurse practitioner faculty. Likewise, nurse practitioner trainees work with MD faculty. Within this training environment, pharmacists and pharmacy trainees are available directly in the precepting space to listen to trainee presentations and offer guidance. Patients are able to experience a warm hand off wherein the NP or MD trainee seeing the patient in primary care clinic can introduce the patient to another team member (such as a pharmacy or mental health trainee) to assist in management without the patient even needing to leave the room. The CoE also places importance on sustained longitudinal relationships (for patients and between disciplines) to ensure that patients are followed long term by the entire team. Nurses and health technicians are also an equal voice in team structure and changes and actively follow patients on their team. With this model of teamwork and interdisciplinary care, this veteran was able to complete treatment for latent TB infection while attaining superior glycemic control.","Suppl. 2     Cn4fv     2198845     Times Cited:0     Cited References Count:0 RAYYAN-INCLUSION: {""Lindsay""=>false}"
WOS:000302464800037,Replicating a Chief Resident Immersion Training in Geriatrics (CRIT),2012,1,1,Journal of the American Geriatrics Society,0002-8614,60,,S13-S14,"Levine, S. and Caruso, L. and Brett, B. and Auerbach, H. and Jackson, A. and Burrows, A. and Chao, S.",<Go to ISI>://WOS:000302464800037,English,,,"Background: Chief residents (CRs) play crucial roles in resident and student training and in quality patient care. They typically receive minimal formal education in geriatrics, teaching skills and leadership. With support from the John A. Hartford Foundation and ADGAP, BUMC disseminated its successful 2-day offsite CRIT program, addressing these deficiencies, to demonstrate national replicability. Methods: Through a competitive RFP, 12 institutions in 3 cohorts were selected to implement CRIT across specialties for 2 years each. The modular curriculum included an unfolding case discussed in small groups, evidence-based mini-lectures on geriatrics topics, and interactive seminars on teaching and leadership skills. 1-to-1 consults helped CRs develop an action project. Social opportunities were provided to develop relationships. Faculty mentors were invited to increase institutional buy-in. BUMC's support to each institution included attending BUMC's CRIT. National evaluation of CRIT included a self-report pre-survey, a 12-item pre- and immediate post- CRIT knowledge test, and a 6-month follow-up survey, administered by each institution. Results across institutions and cohorts were merged for analysis. Results: Over 3 years in 12 institutions, 301 CRs and 86 faculty mentors participated in CRIT, representing 29 specialties. Response rates for CRs were 99% (n=299) for the pre-survey, 97% (n=293) for the pre-post test, and 78% (n=234) for matching pre to 6-month followup. CRs showed significant gains in knowledge (p<.001). Reported frequency of teaching geriatrics increased pre to 6-months (p<.001) as did confidence in ability to apply clinical problem solving skills to the care of older patients, responsibility CRs feel for teaching others about geriatrics issues, and extent to which others view the CR as a resource in geriatrics (all p<.001). Average number of topics covered in teaching related to the care of older patients doubled from 4.3 to 8.5 (p<.001). Finally, CRs showed significant improvements in confidence related to four leadership skills and overall leadership required to carry out work as CRs (p<.001). Most credited these changes at least somewhat to CRIT. Conclusion: A 2-day retreat for CRs improved geriatrics knowledge, increased teaching of geriatrics topics, and enhanced skills needed to be a CR, and can be replicated successfully across institutions.","Suppl. 4 Sp. Iss. SI     921fz     Times Cited:2     Cited References Count:0 RAYYAN-INCLUSION: {""Lindsay""=>true}"
WOS:000358386901171,Using Simulation to Improve House Staff Acls Skills,2015,1,1,Journal of General Internal Medicine,,30,,S296-S297,"Lindeke, M. and Carnahan, J. and Fletcher, K.",<Go to ISI>://WOS:000358386901171,English,,,"BACKGROUND: House staff leading code teams are often observed to lack leadership skills, confidence, and Advanced Cardiac Life Support (ACLS) knowledge. Our objective was to determine the efficacy of a simulation-based ACLS curriculum to improve the preparation of house staff to lead teams while managing cardiac arrest. METHODS: This quality improvement project occurred at a VA affiliated with an academic internal medicine residency program. The participants were internal medicine house staff who rotated at the VA during the intervention period (March-December 2014). We performed a longitudinal pre/post analysis to assess the ACLS knowledge, confidence, and leadership skills of residents who have completed a simulation-based ACLS curriculum. The intervention consisted of a didactic lecture focused on ACLS knowledge and practical aspects of running a code (such as how to use the defibrillator). We also conducted an hour-long simulation exercise that included two simulated code scenarios. These simulation exercised were conducted in small groups of house staff (4-5 at a time). The chief resident also led a debriefing after each simulation. We evaluated the effectiveness of the curriculumin a few different ways. First, we distributed a quiz to all house staff in the program that assessed their initial experience, knowledge, and confidence related to code situations. Second, during each of the two simulations, the performance of the house staff as a team was graded by a chief resident, based on a rubric of pre-determined ACLS and Crisis Resource Management (CRM) tasks. Third, the house staff assessed their confidence before and after participating in the simulation (this assessment was added later). Lastly, a post-simulation questionnaire was completed by all participating residents assessing the value of the simulation training. RESULTS: To date, 51 house staff have participated in the simulation exercise. House staff who had not participated in any simulation based training rated their comfort leading a code an average of 2.44/5, with 5 being most comfortable (STD=.95, N=77). In a pre/ post simulation comparison, house staff who completed the training showed a higher level of confidence leading codes after completing the simulation session (3.33/5 vs. 4.00/5; P= 0.15, N=16). House staff who completed simulation based ACLS training also showed a significantly higher confidence in their knowledge of ACLS algorithms (4.33/5 vs. 3.96/5; P=.034). Improvement in resident ACLS and CRM performance, as graded by a chief resident, improved from the first to second simulations (7.5/18 vs. 11.4/18; P=.084). In the post simulation survey, 100 % of house staff agreed or strongly agreed that their leadership skills and level of ACLS knowledge improved by completing the training (N= 51). Lastly, 100% of residents who completed the training agreed it was worth taking time out of their work day to complete (N=51). CONCLUSIONS: Our results suggest that a simulation based ACLS intervention may increase house staff confidence, knowledge, and leadership when leading a code team. This may improve outcomes as well as team dynamics in code situations. Further investigation into the translation of simulation training into the actual patient care setting should be investigated.","Suppl. 2     Cn4fv     2200254     Times Cited:0     Cited References Count:0 RAYYAN-INCLUSION: {""Lindsay""=>false}"
20431960,"Abstracts of the Society of General Internal Medicine 33rd Annual Meeting. Minneapolis, Minnesota, USA. April 28-May 1, 2010",2010,1,1,J Gen Intern Med,0884-8734 (Print) 0884-8734,25,,S205-567,"Lindy, M. and Bellin, E. and Rico, M. and Deluca, J. and Morrison, D. and Santana, C.",https://www.ncbi.nlm.nih.gov/pubmed/20431960,English,,,"STATEMENT OF PROBLEM OR QUESTION: Systems-Based Practice is an ACGME core competency for internal medicine residency training. There are challenges in implementing a meaningful Systems-Based Practice experience in a large medical residency program. LEARNING OBJECTIVE 1: To have residents participate in a programwide, long-term Systems-Based Practice experience using a Quality Improvement (QI) initiative. LEARNING OBJECTIVE 2: To provide residents with quarterly Diabetes Performance Reports using Clinical Looking Glass, a hospital developed software program. LEARNING OBJECTIVE 3: To troubleshoot the creation and distribution of the data feedback performance reports by requiring regular communication with the department of information technology. DESCRIPTION OF PROGRAM/INTERVENTION: Our Systems-Based Practice curriculum included lectures on QI concepts and resident reviews of their Influenza vaccination rates during their ambulatory medicine rotations. Beginning September 2009, all residents participated in a long-term, QI initiative to improve diabetic outcome processes in our teaching clinics. Diabetes Performance Report templates were created by our Information Technology (IT) department using the hospital developed software, Clinical Looking Glass. Each report was generated by the medical directors of each clinic site and distributed by the ambulatory chief resident. Each report listed the resident's diabetic patient panel with outcome processes such as A1c or LDL measurements. In addition to receiving a diabetes performance report, half of the residents were randomized to receive a worksheet that outlines specific clinical management steps to improve these performance indicators. These steps included selecting five patients with the highest A1c levels, reviewing all diabetes outcomes like LDL measurements, calling patients every two weeks until diabetic goals were met and documenting all patient interventions. All reports and worksheets were distributed every quarter by e-mail. Residents were encouraged to discuss their findings with their clinic attending supervisors to improve learning and encourage teamwork. FINDINGS TO DATE: All residents received individualized data feedback performance for the first quarter of the academic year. It took 4 weeks to generate and distribute each resident specific diabetes performance report. Foreseeing potential technical and logistical difficulties, regular meetings during the first quarter were scheduled with the IT department to discuss obstacles encountered and concerns related to the reports. This resulted in a reduction in performance report generation and distribution time from 4 weeks to 1 hour. The QI initiative was initially well received but with some hesitancy. Verbal and e-mail feedback included concerns about patient attribution, fear of being blamed for their patient's outcomes, and doubts about the utility of completing a worksheet. The overall worksheet compliance was 67% (33/50). KEY LESSONS LEARNED: We successfully launched a program-wide, long-term QI initiative using resident specific data feedback performance reports and detailed worksheets to improve patients' diabetic outcome processes in our teaching clinics. This required a multidisciplinary effort with medical directors, clinic attendings, chief resident and IT. The challenges of creating, generating, distributing and collecting the reports and worksheets were overcome by scheduling regular operational meetings with all parties involved. Future plans will include direct communication between medical directors and residents to improve compliance. Our QI initiative fulfilled the System-Based Practice ACGME core competency with a practical experience.","eng     Congresses     Overall     J Gen Intern Med. 2010 Jun;25 Suppl 3:S205-567. doi: 10.1007/s11606-010-1338-5. RAYYAN-INCLUSION: {""Lindsay""=>false}"
"",Creation of a Residency Website to Improve Program Communication and Identification of Resident Needs (Descriptive Abstract),2017,1,1,Academic Pediatrics,1876-2859,17,5,e32,"Liu, Jasen and Cambou, Suzanne and Escovedo, Cameron and Hwang, Jeanie",http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L617343954     http://dx.doi.org/10.1016/j.acap.2017.04.100,English,,,"BACKGROUND: Multi-site residency training programs face unique obstacles in creating modern communication and feedback tools for sharing educational resources, program news, and important updates. OBJECTIVE: The authors sought to demonstrate that the creation of a modern multimedia website for program-related resources may also serve as an effective method of dual-communication between the program and residents. METHODS: A new website, published June 2016, provided a responsive user experience that facilitated quick online and mobile access to rotation guides, educational resources, program policies, and resident surveys. Additionally, program announcements were made via blog posts on the website over the following 6 months, totaling 113 individual posts. Links to new posts and updates were advertised in the chief resident weekly email. Analysis of utilization via page views (PV) was completed via Google Analytics. RESULTS: For the first six months of the 2016-2017 academic year, a total of 20,787 PV was recorded, an average of 216 PV/ resident. The 3 categories with the highest PV included rotation guides (38.9%), blog posts (22.6%), and clinical resources (16.5%). 5 of the top 10 most viewed blog posts consisted of monthly state-of-the-program updates from the program director. Analysis of the variance in PV of programmatic updates and clinical, logistical and educational resources point to resident interest and engagement in program development, as well as the need for improvement in various curricular and resource areas. CONCLUSION: A residency program specific website can be created and used not just as a storehouse of program and clinical resources, but also as an effective means of communicating program news and updates to residents who are accustomed to consuming news and media via the internet. Analysis of website utilization and user behavior can also provide insight into resident interests and curricular needs providing real-time feedback loops that can be utilized for program improvement.","L617343954     2017-07-20 RAYYAN-INCLUSION: {""Lindsay""=>false}"
"",Using Multiple Leadership Roles in a Residency Training Program to Develop Future Leaders in Physiatry,2013,1,1,Pm&R,1934-1482,5,9,S314,"Liu, Jackson and Forzani, Brian R. and Rizzo, John-Ross and Moroz, Alex",http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L71206175     http://dx.doi.org/10.1016/j.pmrj.2013.08.582,English,,,"Objective: Leadership development during residency training is a topic of high interest although no consensus exists on an ideal method. In the evolving field of physical medicine and rehabilitation (PMR) and the emerging medical atmosphere of value- and evidence-based medicine, the training of competent physiatrists who can rise to become future leaders is an important endeavor in facilitating growth. The purpose of this study was to examine how one residency training program's (RTP) structure of multiple leadership roles influenced the development of its alumni as future leaders and physiatrists. Design: The RTP mentioned above compartmentalizes administrative and educational tasks into independent leadership roles on a global and local scale. These are then assigned to residents based on interest, merit, and seniority. Such a system allows more residents to experience leadership and gain the skills from leading. It also redistributes work across the entire residency class so that individual leaders can be more productive and effective. An internet-based survey was distributed to the alumni of this program from the inception of this model. Setting: Residency Training Program Participants: Alumni of a PMR RTP Results or Clinical Course: A total of 50 alumni responded to the questionnaire. Of those, 86% had been in a leadership role during residency training and 44% were in a leadership role at the time of survey completion. Of those who did participate as a chief resident or in a leadership track, 74% felt it was either very helpful or helpful in adding value to their training as physiatrists. Finally, 72% felt that having residents fill leadership roles enabled the program to accomplish more of its goals. Conclusions: The development of leaders in the field of PMR is crucial to its growth, longevity, and success in the current medical system. The strategy of one RTP was to create multiple leadership roles which led to alumni taking on future leadership positions, feeling that they had extra value in their training as physiatrists, and feeling that it enabled the program to achieve more of its goals. Further research is needed to study the effect of this construct on leadership development.","L71206175     2013-11-01 RAYYAN-INCLUSION: {""Lindsay""=>false}"
WOS:A1997WD83200024,The role of ultrasonography in blunt abdominal trauma: A prospective study - Discussion,1997,1,1,American Surgeon,0003-1348,63,2,188-188,"Livingston, D. H. and McElveen, S.",<Go to ISI>://WOS:A1997WD83200024,English,,,"The evaluation of blunt abdominal trauma (BAT) can be difficult because of the subtle manifestations of the injuries and because assessment is hampered by altered neurologic status. Short of laparotomy, CT and diagnostic peritoneal lavage provided the best means of accurately diagnosing intra- abdominal injury. Ultrasound (US) has recently been introduced into trauma centers in the United States as a quick, cheap, and safe method to make the diagnosis of BAT. After theoretical and practical training, one attending surgeon and one chief resident began performing trauma ultrasounds at a rural, Level 1 trauma center. The US was performed concurrent with initial resuscitation and prior to other studies. The US was then correlated with the other tests. Of the 82 tests performed, 79 correlated with other methods of diagnosis. Overall, US was 88 per cent sensitive, 98 per cent specific, and 96 per cent accurate in diagnosing intra-abdominal injuries. There were no operative sequelae to patients whose injury was missed by US. We conclude that: 1) US can be used as the initial method of diagnosis of BAT and 2) surgeons are able to perform the examination accurately.","Wd832     Times Cited:0     Cited References Count:0 RAYYAN-INCLUSION: {""Lindsay""=>false}"
"",The Professionalism Matrix: A Framework to Analyze Professional & Unprofessional Behaviors,2014,1,1,MedEdPORTAL Publications,23748265,,10,"","Loo, Lawrence and Geslani, Van and Baz, Samuel and Tudtud-Hans, Leah",https://www.mededportal.org/publication/9961/,en,,,," RAYYAN-INCLUSION: {""Lindsay""=>false}"
